Minute,Requests,Required_CPU,Allocated_CPU,Replicas,Status,Worker_Distribution
1253,900,9.0,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1254,1166,11.66,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1255,1267,12.67,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1256,1080,10.8,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1257,929,9.29,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1258,1208,12.08,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1259,1162,11.62,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1260,868,8.68,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1261,791,7.91,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1262,1157,11.57,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1263,1226,12.26,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1264,1181,11.81,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1265,1245,12.45,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1266,1168,11.68,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1267,1128,11.28,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1268,813,8.13,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1269,892,8.92,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1270,856,8.56,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1271,1012,10.12,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1272,1160,11.6,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1273,992,9.92,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1274,982,9.82,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1275,879,8.79,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1276,752,7.52,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1277,1045,10.45,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1278,970,9.7,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1279,912,9.12,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1280,800,8.0,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1281,891,8.91,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1282,1036,10.36,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1283,958,9.58,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1284,885,8.85,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1285,939,9.39,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1286,1238,12.38,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1287,1125,11.25,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1288,1135,11.35,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1289,1129,11.29,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1290,1071,10.71,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1291,1172,11.72,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1292,1052,10.52,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1293,1361,13.61,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1294,1333,13.33,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1295,1322,13.22,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1296,1153,11.53,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1297,1225,12.25,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1298,1114,11.14,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1299,1089,10.89,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1300,992,9.92,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1301,877,8.77,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1302,952,9.52,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1303,797,7.97,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1304,1059,10.59,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1305,1208,12.08,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1306,1071,10.71,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1307,1254,12.54,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1308,1150,11.5,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1309,930,9.3,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1310,858,8.58,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1311,914,9.14,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1312,1142,11.42,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1313,865,8.65,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1314,1095,10.95,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1315,1031,10.31,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1316,1076,10.76,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1317,927,9.27,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1318,1020,10.2,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1319,1038,10.38,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1320,1077,10.77,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1321,1047,10.47,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
1322,960,9.6,18.0,18,Stable,6_c3(global) | 5_c3(global) | 6_c3(global) | 5_c3(global) | 5_c3(global) | 5_c3(global) | 4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
